userId,movieId,rating,timestamp
1,307,3.5,1256677221
1,481,3.5,1256677456
1,1091,1.5,1256677471
1,1257,4.5,1256677460
1,1449,4.5,1256677264
1,1590,2.5,1256677236
1,1591,1.5,1256677475
1,2134,4.5,1256677464
1,2478,4,1256677239
1,2840,3,1256677500
1,2986,2.5,1256677496
1,3020,4,1256677260
1,3424,4.5,1256677444
1,3698,3.5,1256677243
1,3826,2,1256677210
1,3893,3.5,1256677486
2,170,3.5,1192913581
2,849,3.5,1192913537
2,1186,3.5,1192913611
2,1235,3,1192913585
2,1244,3,1192913551
2,1296,4.5,1192913608
2,1663,3,1192913565
2,1962,4,1192913533
2,2108,3.5,1192913541
2,2243,4.5,1192913604
2,2352,4,1192913575
2,2707,3.5,1192913600
2,2746,4,1192913548
2,2915,3.5,1192913562
2,3363,4,1192913596
3,640,3,945141610
3,828,4,945141610
3,960,3,945141407
3,1221,4,945141407
3,1321,4,945141407
3,1645,4,945141611
3,1825,3,945141611
3,1985,2,945141611
3,2024,3,945141611
3,2028,5,945141611
3,3171,4,945141407
4,1,4,1113765937
4,2,4,1113767306
4,5,2,1123990453
4,6,4.5,1113767242
4,10,4,1113765995
4,11,3.5,1113767280
4,16,4,1113765691
4,19,2,1113767324
4,20,2.5,1145937918
4,23,3,1115782385
4,25,4.5,1113767215
4,31,3,1113796669
4,32,4.5,1113767082
4,34,3.5,1113767134
4,36,3.5,1113767240
4,39,2.5,1113767219
4,41,4.5,1123990211
4,44,1,1123989796
4,45,2,1117080123
4,47,5,1113767129
4,50,4.5,1113767113
4,61,3,1114050467
4,62,3.5,1135543206
4,65,0.5,1115782387
4,66,0.5,1145937915
4,70,3,1117080064
4,76,2,1113766115
4,85,4,1115782362
4,95,4.5,1113767211
4,100,4,1115782366
4,104,3,1113765671
4,110,4.5,1113767070
4,141,4.5,1113767207
4,145,4,1115782372
4,150,4,1113765768
4,151,4.5,1123990462
4,153,2,1113767107
4,158,0.5,1127946524
4,160,2.5,1113767377
4,161,4,1113765802
4,163,2.5,1113765975
4,165,4.5,1113767110
4,169,0.5,1113796675
4,170,3,1114050521
4,172,3.5,1113796672
4,173,3.5,1114050212
4,175,3.5,1127946774
4,180,4.5,1113797176
4,181,0.5,1127946789
4,185,3,1113767187
4,186,2,1113766782
4,193,0.5,1113766123
4,198,4.5,1135543037
4,204,3.5,1145937771
4,216,2,1115782393
4,223,4.5,1113767287
4,231,0.5,1113767153
4,253,4.5,1113767185
4,255,0.5,1113796828
4,256,2.5,1127946576
4,260,4.5,1127947466
4,267,3.5,1114050525
4,288,4.5,1113767252
4,292,3.5,1113767157
4,293,4.5,1113795816
4,296,5,1113767056
4,315,2,1113796665
4,316,5,1113767120
4,317,2,1113767337
4,318,5,1113766505
4,327,1.5,1113766111
4,329,3.5,1113766260
4,332,2,1114050781
4,333,1.5,1115782380
4,338,2.5,1117080407
4,339,0.5,1123990368
4,344,3,1113767090
4,349,5,1113765966
4,350,2,1113767328
4,353,4,1113767406
4,356,3.5,1113767059
4,361,3.5,1113766326
4,364,4,1113766585
4,367,2.5,1113765954
4,368,3.5,1113765650
4,370,2,1123990502
4,377,3.5,1113767088
4,379,1.5,1114050471
4,380,4,1113765930
4,382,3,1127946804
4,405,3,1114050485
4,410,1,1123990391
4,420,2,1123990435
4,423,3,1117080440
4,432,2.5,1123990449
4,434,1,1113767171
4,435,2,1115782018
4,440,4,1113767269
4,442,2,1113767333
4,454,2,1113767181
4,455,2,1117080429
4,457,4.5,1113767064
4,466,2.5,1123990512
4,471,4.5,1113796025
4,474,3.5,1127946566
4,480,4,1113767062
4,481,4,1204592835
4,485,0.5,1113796307
4,494,4,1113766249
4,500,3,1113767148
4,514,4.5,1145937691
4,517,3.5,1117080425
4,520,3.5,1123990009
4,524,4,1115781846
4,527,4.5,1113767035
4,539,0.5,1113767169
4,541,4.5,1127947584
4,546,0.5,1115782390
4,552,3.5,1114050135
4,586,2.5,1117080127
4,587,2,1113767167
4,588,2.5,1113797093
4,589,4.5,1113767073
4,590,4,1113766228
4,592,4,1113767067
4,593,4.5,1113766512
4,595,2.5,1115781822
4,597,3,1113767146
4,608,5,1113767086
4,610,4,1113766854
4,647,3.5,1113766255
4,648,4,1113767094
4,653,3.5,1113766757
4,724,3,1117080436
4,733,5,1113767139
4,736,3.5,1113767125
4,741,4,1113795914
4,762,3.5,1117080073
4,778,3.5,1113767358
4,780,4,1113766216
4,784,0.5,1114050139
4,785,4,1114050086
4,786,4,1113765607
4,788,1,1123990395
4,798,3,1115782316
4,805,4,1113796656
4,818,0.5,1145937873
4,832,4,1123989678
4,836,2.5,1114050438
4,852,3.5,1114050121
4,858,4,1113767144
4,875,3.5,1113796986
4,879,2.5,1117080444
4,919,4,1123990380
4,924,4,1123990382
4,941,4,1113766729
4,1015,0.5,1135543164
4,1020,3.5,1115782338
4,1036,4.5,1113767263
4,1037,2,1113766317
4,1047,3.5,1145937580
4,1049,4,1113796653
4,1059,4.5,1113766668
4,1079,4.5,1113767312
4,1080,4,1113765699
4,1088,2.5,1115782303
4,1089,4.5,1113767348
4,1090,4,1123990518
4,1091,1,1127946740
4,1092,4,1114050105
4,1094,2,1123990524
4,1100,3,1113796640
4,1101,4,1113767413
4,1126,3.5,1114050444
4,1127,4.5,1113767401
4,1136,5,1113767266
4,1196,5,1127947461
4,1198,4.5,1113767131
4,1200,3,1113767278
4,1203,1.5,1113796037
4,1207,2.5,1113765880
4,1208,4,1113765661
4,1210,4.5,1113767079
4,1214,2,1113795949
4,1215,4,1127946531
4,1220,0.5,1113767368
4,1222,5,1113795946
4,1240,4,1113767238
4,1242,5,1115782326
4,1259,3,1123990404
4,1265,2.5,1113767245
4,1270,4,1113766230
4,1274,2.5,1113795972
4,1275,5,1113795785
4,1291,4.5,1113765962
4,1320,3.5,1127946547
4,1339,4.5,1123989593
4,1356,3.5,1113765959
4,1370,4,1117080099
4,1372,4.5,1123990034
4,1374,4,1114050145
4,1375,3.5,1114050120
4,1376,3.5,1127947421
4,1377,2,1114050124
4,1385,3.5,1113766847
4,1391,2,1115782002
4,1393,2.5,1113767290
4,1396,5,1113795760
4,1405,0.5,1113796632
4,1407,2,1123990445
4,1425,5,1113796433
4,1445,1.5,1123989905
4,1466,5,1113795923
4,1476,2.5,1115782247
4,1485,2,1123990496
4,1500,3,1117080107
4,1515,1,1127947407
4,1517,3.5,1113765667
4,1518,3,1115782267
4,1527,5,1113765611
4,1544,2,1123989774
4,1552,3.5,1114050117
4,1562,1,1127947390
4,1580,4,1113767234
4,1584,4,1113765644
4,1586,3.5,1113766056
4,1590,3.5,1115782286
4,1591,3.5,1115782271
4,1592,0.5,1114050741
4,1597,3.5,1115782238
4,1606,4,1113766423
4,1608,3.5,1115782242
4,1610,5,1113765646
4,1615,4.5,1145937649
4,1616,3.5,1113796618
4,1617,5,1113767222
4,1625,5,1113765906
4,1641,3.5,1113796495
4,1642,2,1135543182
4,1645,4.5,1123989692
4,1647,3,1113766905
4,1653,3.5,1113795926
4,1665,2.5,1127946751
4,1673,3,1115782283
4,1676,3.5,1115782262
4,1682,4.5,1113766525
4,1687,4.5,1113766838
4,1690,3.5,1117080343
4,1704,4,1113767304
4,1721,0.5,1127947080
4,1722,4,1117080089
4,1732,0.5,1115782251
4,1747,4,1113766766
4,1748,5,1113766050
4,1760,0.5,1114050751
4,1769,4,1113766044
4,1779,3,1127946677
4,1784,3,1135543176
4,1792,4,1115782265
4,1805,4.5,1113766834
4,1810,4.5,1114050386
4,1831,3.5,1115782257
4,1876,3.5,1113766759
4,1882,3,1115782291
4,1884,2.5,1127946699
4,1892,4.5,1115782280
4,1909,3,1123989764
4,1917,4,1117080093
4,1918,4,1113796613
4,1921,2,1114050405
4,1923,3.5,1113765631
4,1961,3,1113767298
4,1967,4,1123989633
4,1968,0.5,1113767317
4,2000,4.5,1113796125
4,2001,4,1113796615
4,2002,4,1113796622
4,2003,2.5,1115782219
4,2004,2.5,1123989997
4,2006,4,1115782212
4,2011,4,1114050078
4,2012,3.5,1117080111
4,2021,3,1114050409
4,2028,5,1113767160
4,2036,1.5,1113766900
4,2046,3.5,1115782204
4,2053,1.5,1115781852
4,2054,2.5,1115781869
4,2058,4,1113795730
4,2081,2,1117080056
4,2082,3,1115782226
4,2094,2,1127947426
4,2100,3,1127946541
4,2105,4,1114050399
4,2115,4.5,1113766516
4,2126,3.5,1117080375
4,2133,2,1123990012
4,2140,5,1113795962
4,2150,4,1115782215
4,2152,0.5,1115781964
4,2153,1.5,1123989799
4,2161,3.5,1113766303
4,2167,4.5,1123990333
4,2174,3,1113765688
4,2193,5,1117080583
4,2194,5,1113795751
4,2231,5,1145937515
4,2268,4,1113795701
4,2273,4,1113766046
4,2278,5,1113795873
4,2291,3.5,1117080144
